x,y,r
530570.0,139640.0,9.2984
530570.0,143340.0,8.8573
530580.0,148210.0,8.9114
530620.0,139180.0,9.2995
530620.0,147720.0,8.8133
530620.0,142890.0,8.9098
530660.0,147230.0,8.7067
530670.0,142440.0,8.9648
530680.0,138710.0,9.2558
530700.0,146730.0,8.6452
530710.0,142000.0,9.0223
530750.0,146230.0,8.6453
530760.0,141540.0,9.0823
530790.0,145740.0,8.6647
530810.0,141090.0,9.1442
530830.0,145250.0,8.6992
530860.0,151170.0,8.9722
530860.0,140620.0,9.2063
530880.0,144760.0,8.738
530900.0,150680.0,9.0304
530910.0,140160.0,9.2641
530920.0,144290.0,8.7791
530940.0,150190.0,9.0731
530960.0,143830.0,8.8237
530960.0,139690.0,9.3019
530970.0,149710.0,9.0997
531000.0,143380.0,8.8717
531010.0,149220.0,9.0791
531020.0,139220.0,9.3004
531040.0,148740.0,9.0278
531050.0,142930.0,8.9227
531070.0,138750.0,9.2733
531070.0,148250.0,8.9609
531090.0,142490.0,8.9755
531100.0,147760.0,8.8773
531130.0,142040.0,9.0301
531140.0,147260.0,8.7773
531170.0,141590.0,9.0865
531170.0,146770.0,8.7008
531210.0,146270.0,8.6794
531220.0,141130.0,9.1442
531240.0,145770.0,8.6898
531260.0,140670.0,9.2026
531280.0,145280.0,8.7187
531310.0,140200.0,9.2613
531320.0,144800.0,8.757
531360.0,139730.0,9.3056
531360.0,144330.0,8.7984
531370.0,151210.0,9.0396
531400.0,139260.0,9.3082
531400.0,143870.0,8.8421
531410.0,150720.0,9.0673
531430.0,143420.0,8.8884
531440.0,150230.0,9.1158
531450.0,138790.0,9.3066
531470.0,149740.0,9.149
531470.0,142970.0,8.9369
531500.0,149250.0,9.1292
531510.0,142520.0,8.9868
531520.0,148770.0,9.0742
531550.0,142070.0,9.0381
531550.0,148280.0,9.0047
531580.0,147790.0,8.9308
531580.0,141620.0,9.091000000000001
531600.0,147290.0,8.8442
531620.0,141160.0,9.145
531630.0,146800.0,8.7673
531660.0,146300.0,8.7261
531660.0,140700.0,9.2
531690.0,145810.0,8.7283
531700.0,140240.0,9.2571
531730.0,145320.0,8.7483
531750.0,139770.0,9.3046
531760.0,144840.0,8.783
531790.0,139300.0,9.3194
531790.0,144360.0,8.823
531820.0,143900.0,8.865
531830.0,138830.0,9.3267
531860.0,143450.0,8.9085
531870.0,151240.0,9.0591
531890.0,143000.0,8.9534
531900.0,150740.0,9.0899
531920.0,150250.0,9.1561
531920.0,142550.0,8.9993
531950.0,149760.0,9.1951
531950.0,142110.0,9.0468
531970.0,149280.0,9.1765
531990.0,148790.0,9.1193
531990.0,141650.0,9.0961
532010.0,148300.0,9.0463
532020.0,141200.0,9.1469
532040.0,147810.0,8.9782
532060.0,140740.0,9.1988
532060.0,147320.0,8.9054
532080.0,146820.0,8.8358
532100.0,140270.0,9.2534
532110.0,146330.0,8.7865
532130.0,145830.0,8.7793
532130.0,139800.0,9.3025
532160.0,145340.0,8.7905
532170.0,139330.0,9.323
532190.0,144860.0,8.8185
532210.0,138860.0,9.3308
532220.0,144390.0,8.8549
532250.0,143930.0,8.8937
532270.0,143480.0,8.933
532300.0,143030.0,8.9729
532330.0,142580.0,9.0139
532350.0,151260.0,9.0557
532360.0,142130.0,9.0568
532370.0,150770.0,9.1054
532390.0,150270.0,9.187999999999999
532390.0,141680.0,9.1024
532410.0,149780.0,9.235
532420.0,141230.0,9.1502
532430.0,149290.0,9.2196
532450.0,140760.0,9.1998
532450.0,148810.0,9.1629
532460.0,148320.0,9.0877
532480.0,147830.0,9.0236
532480.0,140300.0,9.2517
532500.0,147340.0,8.9627
532520.0,146840.0,8.9032
532520.0,139830.0,9.2999
532540.0,146350.0,8.8566
532550.0,139360.0,9.322000000000001
532560.0,145850.0,8.8398
532590.0,138900.0,9.3288
532590.0,145370.0,8.8453
532610.0,144890.0,8.8655
532630.0,144420.0,8.8959
532660.0,143960.0,8.9292
532680.0,143500.0,8.9626
532710.0,143050.0,8.9963
532730.0,142610.0,9.0312
532760.0,142160.0,9.0688
532790.0,141710.0,9.1103
532810.0,141250.0,9.1554
532820.0,151280.0,9.0519
532830.0,150780.0,9.1173
532840.0,140790.0,9.2029
532850.0,150290.0,9.2194
532860.0,149800.0,9.2718
532870.0,140330.0,9.253
532870.0,149310.0,9.2592
532890.0,148820.0,9.2054
532900.0,148330.0,9.1311
532900.0,139860.0,9.2983
532910.0,147840.0,9.0703
532930.0,139390.0,9.3186
532930.0,147350.0,9.019
532940.0,146860.0,8.9699
532960.0,146360.0,8.9298
532970.0,138920.0,9.3233
532980.0,145870.0,8.9087
533000.0,145390.0,8.9107
533020.0,144910.0,8.9239
533040.0,144440.0,8.9465
533070.0,143980.0,8.9721
533090.0,143520.0,8.9978
533110.0,143070.0,9.024
533130.0,142630.0,9.052
533150.0,142180.0,9.0836
533180.0,141730.0,9.1208
533200.0,141270.0,9.1632
533230.0,140810.0,9.2086
533260.0,140350.0,9.2563
533260.0,151800.0,9.0263
533270.0,151290.0,9.0645
533280.0,150790.0,9.1475
533280.0,139890.0,9.2992
533290.0,150300.0,9.2503
533290.0,149810.0,9.3047
533300.0,149320.0,9.2958
533310.0,148830.0,9.248
533310.0,139420.0,9.3161
533320.0,148340.0,9.1769
533330.0,147850.0,9.1196
533340.0,138950.0,9.3194
533350.0,147360.0,9.0756
533360.0,146870.0,9.036
533370.0,146380.0,9.003
533390.0,145890.0,8.9829
533410.0,145400.0,8.982999999999999
533420.0,144920.0,8.9903
533440.0,144460.0,9.0045
533460.0,144000.0,9.0212
533480.0,143540.0,9.0383
533500.0,143090.0,9.0563
533520.0,142650.0,9.0767
533540.0,142200.0,9.1019
533570.0,141750.0,9.1343
533590.0,141290.0,9.1738
533610.0,140830.0,9.2171
533640.0,140370.0,9.2619
533660.0,139910.0,9.3016
533690.0,139440.0,9.3173
533700.0,151800.0,9.0063
533700.0,151300.0,9.0716
533710.0,150310.0,9.2723
533710.0,150800.0,9.1703
533720.0,149810.0,9.3335
533720.0,138970.0,9.3216
533720.0,149330.0,9.3296
533730.0,148840.0,9.29
533740.0,148350.0,9.2249
533750.0,147370.0,9.1331
533750.0,147860.0,9.1714
533760.0,146880.0,9.1014
533780.0,146390.0,9.0752
533790.0,145900.0,9.0587
533810.0,145420.0,9.0564
533820.0,144940.0,9.0593
533840.0,144470.0,9.0657
533860.0,144010.0,9.0737
533880.0,143560.0,9.0824
533890.0,143110.0,9.0923
533910.0,142660.0,9.1052
533930.0,142210.0,9.1239
533950.0,141760.0,9.1512
533970.0,141310.0,9.1873
533990.0,140850.0,9.2283
534020.0,140390.0,9.2699
534040.0,139930.0,9.3062
534070.0,139460.0,9.324
534090.0,138990.0,9.3327
534130.0,150800.0,9.1831
534130.0,150310.0,9.2843
534130.0,149820.0,9.3561
534130.0,151300.0,9.0853
534130.0,151800.0,9.014
534140.0,152300.0,9.0728
534140.0,148840.0,9.332
534140.0,148350.0,9.2746
534140.0,149330.0,9.361
534150.0,147870.0,9.2253
534160.0,146890.0,9.1658
534160.0,147380.0,9.1913
534170.0,146400.0,9.1453
534190.0,145910.0,9.1317
534200.0,145430.0,9.1262
534210.0,144950.0,9.1249
534230.0,144490.0,9.125
534250.0,144030.0,9.1257
534260.0,143570.0,9.1272
534280.0,143120.0,9.1303
534300.0,142680.0,9.1367
534310.0,142230.0,9.1493
534330.0,141780.0,9.1714
534350.0,141330.0,9.2036
534370.0,140870.0,9.2416
534390.0,140410.0,9.2798
534420.0,139950.0,9.3123
534440.0,139480.0,9.3292
534540.0,148840.0,9.3728
534540.0,149330.0,9.3944
534540.0,149820.0,9.3722
534550.0,150310.0,9.2876
534550.0,147380.0,9.25
534550.0,150800.0,9.1832
534550.0,151300.0,9.0979
534550.0,148360.0,9.3247
534550.0,147870.0,9.2806
534560.0,151790.0,9.0429
534560.0,146890.0,9.2289
534570.0,152290.0,9.0918
534570.0,146400.0,9.2118
534580.0,145920.0,9.1988
534590.0,145440.0,9.1899
534600.0,144960.0,9.184
534620.0,144500.0,9.1789
534630.0,144040.0,9.174
534650.0,143590.0,9.1691
534660.0,143140.0,9.1676
534680.0,142690.0,9.1697
534690.0,142240.0,9.1772
534710.0,141800.0,9.1941
534730.0,141340.0,9.2217
534750.0,140890.0,9.2559
534770.0,140430.0,9.2909
534790.0,139970.0,9.3198
534810.0,139500.0,9.3334
534940.0,147870.0,9.3371
534940.0,148840.0,9.4144
534940.0,148360.0,9.3765
534950.0,149330.0,9.427
534950.0,146900.0,9.2901
534950.0,149820.0,9.3877
534950.0,147380.0,9.3092
534960.0,150800.0,9.1773
534960.0,145930.0,9.2595
534960.0,146410.0,9.2739
534960.0,150300.0,9.2898
534970.0,151290.0,9.1057
534970.0,145450.0,9.2471
534980.0,151780.0,9.084
534990.0,144980.0,9.2368
535000.0,152280.0,9.1112
535000.0,144510.0,9.2271
535010.0,144050.0,9.2176
535030.0,143600.0,9.2082
535040.0,143150.0,9.2013
535060.0,142700.0,9.2016
535070.0,142260.0,9.2057
535090.0,141810.0,9.218
535100.0,141360.0,9.2406
535120.0,140900.0,9.2703
535140.0,140440.0,9.3016
535160.0,139980.0,9.326
535180.0,139520.0,9.3345
535340.0,147390.0,9.3691
535340.0,147870.0,9.3958
535340.0,146900.0,9.3501
535340.0,148840.0,9.4566
535340.0,148360.0,9.4308
535350.0,149320.0,9.4579
535350.0,146420.0,9.3328
535350.0,145930.0,9.3159
535360.0,149810.0,9.3952
535360.0,145460.0,9.2998
535360.0,150300.0,9.2808
535370.0,144980.0,9.2853
535380.0,150790.0,9.1713
535380.0,144520.0,9.2712
535390.0,151280.0,9.1067
535390.0,144060.0,9.2572
535400.0,151770.0,9.0873
535410.0,143610.0,9.2439
535420.0,143160.0,9.2323
535430.0,142720.0,9.2297
535450.0,142270.0,9.2319
535460.0,141820.0,9.2405
535480.0,141370.0,9.2582
535490.0,140920.0,9.2825
535510.0,140460.0,9.3079
535530.0,140000.0,9.3271
535550.0,139540.0,9.3332
535730.0,146900.0,9.4106
535730.0,147870.0,9.4574
535730.0,147390.0,9.4313
535730.0,146420.0,9.3907
535740.0,145460.0,9.3508
535740.0,148840.0,9.5019
535740.0,145940.0,9.3706
535740.0,148350.0,9.4863
535750.0,149320.0,9.4841
535750.0,144990.0,9.3322
535760.0,144530.0,9.3137
535760.0,149800.0,9.3971
535770.0,150290.0,9.2669
535770.0,144070.0,9.2949
535780.0,143620.0,9.2771
535790.0,150780.0,9.1624
535800.0,151260.0,9.1124
535800.0,143170.0,9.2613
535810.0,142730.0,9.2533
535820.0,142280.0,9.254
535820.0,151750.0,9.101
535830.0,141830.0,9.2591
535850.0,141380.0,9.2712
535860.0,140930.0,9.289
535880.0,140470.0,9.3089
535890.0,140010.0,9.3246
535910.0,139550.0,9.3266
536120.0,147380.0,9.4979
536120.0,146900.0,9.4744
536120.0,145940.0,9.427
536120.0,146420.0,9.4508
536130.0,145470.0,9.4032
536130.0,148350.0,9.5419
536130.0,147870.0,9.5226
536140.0,144540.0,9.3573
536140.0,145000.0,9.3804
536140.0,148830.0,9.5462
536150.0,149310.0,9.5033
536150.0,144080.0,9.3334
536160.0,143630.0,9.31
536170.0,143180.0,9.2893
536170.0,149790.0,9.3953
536180.0,150280.0,9.2563
536180.0,142740.0,9.2743
536190.0,142290.0,9.2703
536200.0,150760.0,9.1665
536200.0,141840.0,9.2721
536220.0,151250.0,9.1276
536220.0,141390.0,9.2782
536230.0,140940.0,9.29
536240.0,140490.0,9.3066
536260.0,140030.0,9.3144
536280.0,139570.0,9.3062
536510.0,146900.0,9.5451
536510.0,145940.0,9.4889
536510.0,146420.0,9.5173
536520.0,145470.0,9.4605
536520.0,145000.0,9.4331
536520.0,147380.0,9.5699
536520.0,147860.0,9.5892
536530.0,144090.0,9.3761
536530.0,148340.0,9.5982
536530.0,144540.0,9.4054
536540.0,143640.0,9.3464
536550.0,143190.0,9.3187
536550.0,148820.0,9.5824
536560.0,142740.0,9.2965
536560.0,149300.0,9.5159
536570.0,142300.0,9.2828
536580.0,141850.0,9.2788
536580.0,149780.0,9.389
536590.0,150260.0,9.243
536590.0,141400.0,9.2804
536600.0,140950.0,9.2874
536610.0,140500.0,9.298
536620.0,150740.0,9.1653
536620.0,140040.0,9.2951
536640.0,151230.0,9.1422
536640.0,139580.0,9.2682
536900.0,145470.0,9.5264
536900.0,145950.0,9.5599
536910.0,144550.0,9.4616
536910.0,145010.0,9.4941
536910.0,146420.0,9.5932
536910.0,146900.0,9.6229
536920.0,147370.0,9.6442
536920.0,144090.0,9.427
536920.0,143640.0,9.3906
536920.0,147850.0,9.6541
536930.0,143200.0,9.3543
536930.0,142750.0,9.3222
536940.0,142310.0,9.2978
536940.0,148330.0,9.6487
536950.0,141860.0,9.2835
536950.0,148810.0,9.6105
536960.0,141410.0,9.2783
536970.0,149280.0,9.5246
536970.0,140960.0,9.2805
536980.0,140510.0,9.2836
536990.0,149760.0,9.3839
536990.0,140050.0,9.2752
537000.0,139590.0,9.2441
537010.0,150240.0,9.2355
537040.0,150720.0,9.1598
537070.0,151200.0,9.1546
537300.0,144100.0,9.4899
537300.0,144550.0,9.5289
537300.0,145940.0,9.6406
537300.0,145010.0,9.5655
537300.0,145470.0,9.6023
537300.0,143650.0,9.4471
537300.0,146420.0,9.6761
537310.0,146890.0,9.7023
537310.0,142760.0,9.3571
537310.0,143200.0,9.4015
537320.0,142310.0,9.318999999999999
537320.0,147370.0,9.7139
537330.0,141420.0,9.2748
537330.0,147840.0,9.7139
537330.0,141870.0,9.2916
537340.0,140970.0,9.2681
537340.0,148320.0,9.6882
537350.0,140520.0,9.2672
537360.0,148790.0,9.6317
537360.0,140060.0,9.2609
537370.0,139600.0,9.2419
537380.0,149270.0,9.5312
537400.0,149740.0,9.3837
537430.0,150220.0,9.2372
537460.0,150690.0,9.1529
537690.0,145940.0,9.7253
537690.0,145470.0,9.6857
537690.0,142760.0,9.4065
537690.0,144550.0,9.6065
537690.0,143200.0,9.4636
537690.0,143650.0,9.5172
537690.0,145010.0,9.6459
537690.0,144100.0,9.5646
537700.0,146410.0,9.7561
537700.0,142320.0,9.3515
537700.0,141870.0,9.3065
537710.0,141420.0,9.2749
537710.0,140970.0,9.2547
537710.0,146880.0,9.7718
537720.0,147360.0,9.7756
537720.0,140520.0,9.2504
537730.0,140070.0,9.2509
537730.0,147830.0,9.7583
537740.0,139610.0,9.2447
537750.0,148300.0,9.7172
537770.0,148770.0,9.6468
537790.0,149250.0,9.5356
537820.0,149720.0,9.3803
537850.0,150190.0,9.2353
537890.0,150660.0,9.1506
538080.0,143650.0,9.5949
538080.0,141870.0,9.3319
538080.0,144550.0,9.6879
538080.0,141430.0,9.2812
538080.0,142760.0,9.4689
538080.0,143210.0,9.536
538080.0,145010.0,9.7281
538080.0,144100.0,9.6447
538080.0,142320.0,9.3977
538090.0,140980.0,9.2452
538090.0,140530.0,9.2354
538090.0,145470.0,9.7671
538090.0,145930.0,9.8005
538090.0,140080.0,9.2411
538100.0,146400.0,9.8208
538100.0,139620.0,9.245
538110.0,146870.0,9.8273
538130.0,147340.0,9.8191
538140.0,147820.0,9.789
538160.0,148290.0,9.7374
538180.0,148750.0,9.6578
538210.0,149220.0,9.5384
538240.0,149690.0,9.3783
538280.0,150160.0,9.2358
538320.0,150630.0,9.1563
538460.0,140980.0,9.2405
538460.0,142760.0,9.5338
538460.0,141870.0,9.3666
538460.0,143650.0,9.667
538460.0,143210.0,9.606
538460.0,144100.0,9.7178
538460.0,140080.0,9.2318
538460.0,141430.0,9.2935
538460.0,140530.0,9.2242
538460.0,142320.0,9.4516
538470.0,139630.0,9.2432
538470.0,144550.0,9.7614
538470.0,145000.0,9.8003
538480.0,145460.0,9.8337
538490.0,145930.0,9.8565
538500.0,146390.0,9.8653
538510.0,146860.0,9.8655
538530.0,147330.0,9.8463
538550.0,147800.0,9.8097
538570.0,148270.0,9.7526
538600.0,148730.0,9.6679
538630.0,149200.0,9.5441
538660.0,149660.0,9.3806
538700.0,150120.0,9.2392
538750.0,150590.0,9.1655
538830.0,140980.0,9.2398
538830.0,140530.0,9.2169
538830.0,140080.0,9.225
538830.0,141870.0,9.404
538830.0,141430.0,9.3102
538830.0,139630.0,9.2416
538840.0,143200.0,9.6615
538840.0,142760.0,9.5885
538840.0,142320.0,9.5018
538850.0,144090.0,9.7732
538850.0,143650.0,9.7224
538860.0,144540.0,9.816
538870.0,145000.0,9.8515
538880.0,145460.0,9.8767
538890.0,145920.0,9.8901
538900.0,146380.0,9.8934
538920.0,146850.0,9.8862
538940.0,147310.0,9.8632
538960.0,147780.0,9.8239
538980.0,148240.0,9.7646
539010.0,148700.0,9.6784
539050.0,149170.0,9.5546
539080.0,149620.0,9.3909
539130.0,150080.0,9.2436
539170.0,150540.0,9.1734
539180.0,139630.0,9.2402
539190.0,140530.0,9.2123
539190.0,140080.0,9.2196
539200.0,141870.0,9.4361
539200.0,141420.0,9.327
539200.0,140980.0,9.2415
539210.0,142310.0,9.5397
539220.0,143200.0,9.6979
539220.0,142760.0,9.6263
539230.0,143640.0,9.7577
539240.0,144540.0,9.8475
539240.0,144090.0,9.8073
539260.0,144990.0,9.8781
539270.0,145450.0,9.8978
539280.0,145910.0,9.9064
539300.0,146370.0,9.9075
539320.0,146830.0,9.8978
539340.0,147290.0,9.8736
539360.0,147760.0,9.8333
539390.0,148220.0,9.7738
539420.0,148670.0,9.6885
539460.0,149130.0,9.5673
539500.0,149590.0,9.4047
539540.0,139630.0,9.2378
539540.0,140080.0,9.2153
539550.0,150040.0,9.2445
539550.0,140520.0,9.209
539560.0,140970.0,9.2431
539570.0,141860.0,9.4585
539570.0,141420.0,9.3398
539580.0,142310.0,9.5632
539590.0,142750.0,9.6471
539600.0,150490.0,9.1731
539600.0,143190.0,9.7153
539610.0,143630.0,9.7718
539620.0,144080.0,9.8186
539630.0,144530.0,9.8562
539640.0,144980.0,9.8848
539650.0,145430.0,9.9037
539670.0,145890.0,9.9118
539690.0,146350.0,9.9128
539710.0,146810.0,9.9028
539740.0,147270.0,9.8781
539760.0,147730.0,9.8373
539800.0,148190.0,9.777999999999999
539830.0,148640.0,9.6937
539870.0,149090.0,9.5745
539890.0,139620.0,9.2349
539900.0,140070.0,9.2123
539910.0,140520.0,9.2065
539920.0,140960.0,9.2429
539920.0,149540.0,9.416
539930.0,141410.0,9.3455
539940.0,141860.0,9.4669
539950.0,142300.0,9.5685
539960.0,142740.0,9.6489
539970.0,149990.0,9.2495
539970.0,143180.0,9.7152
539980.0,143630.0,9.7709
539990.0,144070.0,9.8173
540010.0,144520.0,9.8547
540020.0,150440.0,9.1545
540020.0,144970.0,9.8834
540040.0,145420.0,9.9025
540060.0,145880.0,9.9111
540080.0,150880.0,9.1277
540080.0,146330.0,9.9123
540100.0,146790.0,9.9032
540130.0,147250.0,9.8782
540160.0,147700.0,9.8368
540200.0,148160.0,9.7772
540230.0,139620.0,9.232000000000001
540240.0,140060.0,9.2105
540240.0,148610.0,9.6931
540260.0,140510.0,9.2045
540270.0,140960.0,9.2391
540280.0,141400.0,9.3424
540280.0,149050.0,9.5746
540300.0,141850.0,9.4632
540310.0,142290.0,9.5638
540320.0,142730.0,9.6429
540330.0,149500.0,9.4206
540340.0,143170.0,9.7079
540350.0,143610.0,9.763
540370.0,144060.0,9.8094
540380.0,149940.0,9.2696
540380.0,144500.0,9.8475
540400.0,144950.0,9.8776
540420.0,145400.0,9.8978
540440.0,145860.0,9.9068
540440.0,150380.0,9.1887
540470.0,146310.0,9.9081
540490.0,146770.0,9.8983
540510.0,150810.0,9.1617
540520.0,147220.0,9.8714
540560.0,147670.0,9.8279
540570.0,139600.0,9.2319
540590.0,140050.0,9.2105
540600.0,148120.0,9.7661
540610.0,140500.0,9.2034
540620.0,140940.0,9.2332
540640.0,141390.0,9.3354
540640.0,148570.0,9.6786
540650.0,141830.0,9.4535
540670.0,142280.0,9.5518
540680.0,149010.0,9.5585
540690.0,142720.0,9.6294
540700.0,143160.0,9.6937
540720.0,143600.0,9.749
540740.0,149450.0,9.4153
540740.0,144040.0,9.7969
540760.0,144490.0,9.8369
540780.0,144930.0,9.8683
540790.0,149880.0,9.2866
540800.0,145380.0,9.8891
540820.0,145840.0,9.898
540850.0,146290.0,9.8991
540860.0,150310.0,9.2152
540880.0,146740.0,9.8873
540910.0,139590.0,9.2351
540920.0,147190.0,9.8576
540930.0,150740.0,9.1892
540930.0,140030.0,9.2126
540950.0,140480.0,9.2031
540950.0,147640.0,9.811
540970.0,140930.0,9.2259
540990.0,141380.0,9.3238
541000.0,148090.0,9.7447
541010.0,141820.0,9.4379
541030.0,142260.0,9.5343
541040.0,148530.0,9.652000000000001
541050.0,142710.0,9.6115
541070.0,143150.0,9.6763
541090.0,143590.0,9.7332
541090.0,148960.0,9.5316
541110.0,144030.0,9.7834
541130.0,144470.0,9.825
541140.0,149400.0,9.3996
541150.0,144910.0,9.8565
541180.0,145360.0,9.8763
541210.0,149820.0,9.29
541210.0,145810.0,9.8839
541240.0,146260.0,9.884
541240.0,139570.0,9.2381
541270.0,140020.0,9.2138
541270.0,150240.0,9.2219
541270.0,146710.0,9.8686
541290.0,140460.0,9.2026
541310.0,147160.0,9.8345
541320.0,140910.0,9.2182
541340.0,141360.0,9.3087
541340.0,150660.0,9.1933
541350.0,147600.0,9.7826
541360.0,141800.0,9.419
541380.0,142250.0,9.5148
541400.0,148040.0,9.7094
541410.0,142690.0,9.5933
541430.0,143130.0,9.66
541440.0,148480.0,9.6111
541450.0,143570.0,9.7195
541480.0,144010.0,9.7716
541500.0,148910.0,9.4934
541500.0,144450.0,9.8133
541530.0,144890.0,9.8424
541560.0,145340.0,9.8588
541560.0,149340.0,9.3754
541590.0,145780.0,9.8638
541600.0,140000.0,9.2128
541620.0,149760.0,9.2776
541630.0,146230.0,9.8617
541630.0,140440.0,9.2005
541660.0,140890.0,9.2116
541660.0,146680.0,9.8407
541690.0,150170.0,9.207
541690.0,141340.0,9.2944
541710.0,147120.0,9.8006
541710.0,141780.0,9.4022
541740.0,142230.0,9.4991
541750.0,147560.0,9.7414
541760.0,150580.0,9.1721
541760.0,142670.0,9.5805
541790.0,143110.0,9.6502
541800.0,148000.0,9.661
541820.0,143550.0,9.7113
541850.0,148430.0,9.5606
541850.0,143980.0,9.7625
541880.0,144420.0,9.8008
541910.0,144870.0,9.8253
541910.0,148860.0,9.4509
541940.0,145310.0,9.8366
541940.0,139970.0,9.2039
541970.0,149280.0,9.3456
541970.0,140420.0,9.1961
541980.0,145750.0,9.8387
542000.0,140870.0,9.2075
542020.0,146200.0,9.8309
542030.0,141320.0,9.2862
542040.0,149690.0,9.249
542060.0,141760.0,9.3933
542060.0,146640.0,9.8028
542090.0,142200.0,9.4929
542110.0,147080.0,9.7555
542110.0,150100.0,9.1703
542120.0,142640.0,9.5778
542150.0,147520.0,9.6889
542150.0,143080.0,9.6493
542190.0,143520.0,9.7086
542190.0,150490.0,9.1319
542210.0,147950.0,9.6038
542220.0,143960.0,9.7551
542250.0,144400.0,9.7868
542270.0,148370.0,9.506
542270.0,139940.0,9.1953
542290.0,144840.0,9.8043
542300.0,140400.0,9.1908
542330.0,145280.0,9.8099
542330.0,148790.0,9.4041
542340.0,140840.0,9.2053
542370.0,145720.0,9.8086
542380.0,141290.0,9.2826
542390.0,149210.0,9.3012
542410.0,141740.0,9.3912
542410.0,146160.0,9.7918
542450.0,142180.0,9.4939
542460.0,146600.0,9.7562
542460.0,149620.0,9.1974
542480.0,142620.0,9.5809
542510.0,147030.0,9.7014
542520.0,143050.0,9.6524
542530.0,150010.0,9.1176
542550.0,143490.0,9.7082
542560.0,147460.0,9.6291
542590.0,143930.0,9.7472
542600.0,139910.0,9.1909
542610.0,150400.0,9.093
542620.0,147890.0,9.5425
542630.0,144360.0,9.7702
542640.0,140370.0,9.1872
542670.0,144800.0,9.7796
542680.0,148310.0,9.4466
542680.0,140820.0,9.205
542710.0,145240.0,9.7807
542720.0,141260.0,9.2813
542750.0,148730.0,9.3433
542760.0,141710.0,9.3931
542760.0,145680.0,9.7723
542800.0,142150.0,9.4997
542810.0,146110.0,9.7464
542820.0,149140.0,9.2349
542840.0,142590.0,9.5877
542860.0,146550.0,9.7027
542880.0,143020.0,9.6566
542890.0,149540.0,9.133
542920.0,146980.0,9.6417
542920.0,143460.0,9.7062
542930.0,139880.0,9.1911
542960.0,143890.0,9.7365
542970.0,140330.0,9.1872
542970.0,149930.0,9.0726
542980.0,147410.0,9.5658
543010.0,144330.0,9.7499
543020.0,140780.0,9.2053
543040.0,147830.0,9.4767
543050.0,144760.0,9.7526
543060.0,141230.0,9.2816
543100.0,145200.0,9.7488
543110.0,141670.0,9.3982
543110.0,148240.0,9.3757
543150.0,145630.0,9.7308
543150.0,142110.0,9.5087
543180.0,148650.0,9.2654
543200.0,142550.0,9.596
543210.0,146060.0,9.6965
543240.0,142990.0,9.6595
543250.0,149060.0,9.1588
543260.0,139840.0,9.1943
543270.0,146490.0,9.6446
543290.0,143420.0,9.7007
543310.0,140300.0,9.1905
543330.0,146920.0,9.5781
543330.0,149450.0,9.0775
543340.0,143850.0,9.7215
543360.0,140750.0,9.2067
543390.0,144280.0,9.7272
543390.0,147340.0,9.498
543400.0,149840.0,9.0367
543410.0,141190.0,9.2812
543440.0,144720.0,9.7258
